,date,dew_point,max_temp,max_temp_flag,min_temp,min_temp_flag,precip,precip_flag,sea_level_pressure
1978,1952-03-13,32.3,42.4,*,31.3,*,99.99, ,1000.5
1979,1952-03-14,24.4,34.3,*,27.3,*,99.99, ,1019.4
1980,1952-03-15,19.8,35.4,*,23.4,*,0.0,I,1020.8
1981,1952-03-16,21.4,42.4,*,24.4,*,0.0,I,1020.4
1982,1952-03-17,20.2,48.4,*,22.5,*,0.0,I,1019.7
1983,1952-03-18,31.8,44.4,*,36.3,*,99.99, ,1007.6
1984,1952-03-19,39.4,45.3,*,39.4,*,99.99, ,997.9
1985,1952-03-20,33.2,50.4,*,25.3,*,0.0,I,1010.4
1986,1952-03-21,32.9,45.3,*,33.4,*,0.0,I,1016.1
1987,1952-03-22,33.1,40.3,*,33.4,*,99.99, ,1009.4
1988,1952-03-23,25.2,40.3,*,25.3,*,99.99, ,1003.0
1989,1952-03-24,23.0,38.3,*,18.3,*,99.99, ,1008.7
1990,1952-03-25,18.0,35.4,*,24.4,*,99.99, ,1013.3
1991,1952-03-26,19.5,38.3,*,25.3,*,99.99, ,1017.2
1992,1952-03-27,19.9,43.3,*,24.4,*,0.0,I,1020.5
1993,1952-03-28,26.7,46.4,*,30.4,*,0.0,I,1019.9
1994,1952-03-29,26.1,45.3,*,30.4,*,0.0,I,1021.5
1995,1952-03-30,37.3,61.3,*,37.4,*,99.99, ,1018.9
1996,1952-03-31,47.9,64.4,*,49.3,*,99.99, ,1008.9
1997,1952-04-01,42.6,60.3,*,42.4,*,99.99, ,1005.3
1998,1952-04-02,33.3,53.4,*,35.4,*,0.0,I,1010.2
1999,1952-04-03,28.2,52.3,*,33.4,*,0.0,I,1011.1
2000,1952-04-04,29.1,46.4,*,30.4,*,99.99, ,1015.7
2001,1952-04-05,31.7,38.3,*,32.4,*,99.99, ,1012.6
2002,1952-04-06,30.8,48.4,*,34.3,*,99.99, ,1017.0
2003,1952-04-07,25.0,51.3,*,26.4,*,0.0,I,1021.7
2004,1952-04-08,26.1,60.3,*,26.4,*,0.0,I,1022.1
2005,1952-04-09,40.6,75.4,*,46.4,*,0.0,I,1016.1
2006,1952-04-10,33.5,65.3,*,34.3,*,99.99, ,1019.8
2007,1952-04-11,24.8,38.3,*,26.4,*,0.0,I,1028.3
2008,1952-04-12,33.0,40.3,*,34.3,*,99.99, ,1017.3
2009,1952-04-13,42.7,52.3,*,40.3,*,99.99, ,1001.0
2010,1952-04-14,36.4,45.3,*,35.4,*,99.99, ,1007.6
2011,1952-04-15,26.5,51.3,*,34.3,*,0.0,I,1019.7
2012,1952-04-16,28.4,67.3,*,31.3,*,0.0,I,1026.0
2013,1952-04-17,32.8,71.2,*,41.4,*,0.0,I,1024.1
2014,1952-04-18,43.9,70.3,*,48.4,*,0.0,I,1021.5
2015,1952-04-19,44.7,77.4,*,47.3,*,0.0,I,1018.0
2016,1952-04-20,46.9,79.3,*,50.4,*,0.0,I,1017.7
2017,1952-04-21,49.5,78.3,*,53.4,*,0.0,I,1018.0
2018,1952-04-22,58.8,74.3,*,50.4,*,99.99, ,1014.3
2019,1952-04-23,37.2,52.3,*,41.4,*,99.99, ,1020.3
2020,1952-04-24,30.9,54.3,*,41.4,*,0.0,I,1022.2
2021,1952-04-25,26.7,67.3,*,36.3,*,0.0,I,1020.3
2022,1952-04-26,30.0,72.3,*,38.3,*,0.0,I,1018.5
2023,1952-04-27,37.3,81.3,*,47.3,*,0.0,I,1014.5
2024,1952-04-28,43.7,75.4,*,54.3,*,0.0,I,1013.3
2025,1952-04-29,41.9,79.3,*,47.3,*,0.0,I,1015.9
2026,1952-04-30,40.7,79.3,*,46.4,*,0.0,I,1017.6
2027,1952-05-01,44.0,87.3,*,50.4,*,0.0,I,1014.3
2028,1952-05-02,38.1,80.2,*,46.4,*,0.0,I,1014.8
2029,1952-05-03,30.9,72.3,*,45.3,*,0.0,I,1019.2
2030,1952-05-04,44.3,90.3,*,52.3,*,0.0,I,1015.3
2031,1952-05-05,52.1,87.3,*,69.3,*,0.0,I,1008.6
2032,1952-05-06,44.2,75.4,*,55.4,*,99.99, ,1013.9
2033,1952-05-07,38.7,58.3,*,44.4,*,99.99, ,1020.5
2034,1952-05-08,43.0,53.4,*,44.4,*,99.99, ,1014.1
2035,1952-05-09,42.2,52.3,*,45.3,*,99.99, ,1011.0
2036,1952-05-10,44.7,61.3,*,46.4,*,99.99, ,1008.0
2037,1952-05-11,35.5,53.4,*,35.4,*,0.0,I,1008.2
2038,1952-05-12,42.0,55.4,*,40.3,*,99.99, ,1008.8
2039,1952-05-13,38.2,69.3,*,43.3,*,99.99, ,1015.1
2040,1952-05-14,43.8,68.4,*,44.4,*,99.99, ,1011.2
2041,1952-05-15,50.5,64.4,*,51.3,*,99.99, ,1006.9
2042,1952-05-16,43.6,55.4,*,47.3,*,99.99, ,1016.6
2043,1952-05-17,40.3,53.4,*,41.4,*,99.99, ,1020.2
2044,1952-05-18,39.3,59.4,*,36.3,*,0.0,I,1023.2
2045,1952-05-19,39.4,60.3,*,40.3,*,0.0,I,1020.3
2046,1952-05-20,42.3,60.3,*,46.4,*,99.99, ,1013.6
2047,1952-05-21,44.2,69.3,*,40.3,*,0.0,I,1013.9
2048,1952-05-22,53.4,61.3,*,56.3,*,99.99, ,1017.3
2049,1952-05-23,59.2,79.3,*,55.4,*,99.99, ,1014.1
2050,1952-05-24,61.9,68.4,*,61.3,*,99.99, ,1010.8
2051,1952-05-25,56.4,70.3,*,55.4,*,99.99, ,1010.0
2052,1952-05-26,48.4,73.4,*,53.4,*,0.0,I,1016.1
2053,1952-05-27,52.0,80.2,*,55.4,*,0.0,I,1015.1
2054,1952-05-28,48.7,65.3,*,50.4,*,99.99, ,1016.6
2055,1952-05-29,38.2,65.3,*,40.3,*,0.0,I,1020.0
2056,1952-05-30,45.1,75.4,*,50.4,*,0.0,I,1014.9
2057,1952-05-31,52.2,70.3,*,57.4,*,99.99, ,1010.8
2058,1952-06-01,47.8,72.3,*,44.4,*,0.0,I,1017.8
2059,1952-06-02,51.0,78.3,*,53.4,*,0.0,I,1017.1
2060,1952-06-03,58.4,75.4,*,61.3,*,0.0,I,1010.6
2061,1952-06-04,49.2,72.3,*,49.3,*,0.0,I,1017.5
2062,1952-06-05,52.6,83.3,*,56.3,*,99.99, ,1014.1
2063,1952-06-06,65.8,91.2,*,65.3,*,0.0,I,1011.2
2064,1952-06-07,58.1,90.3,*,63.3,*,0.0,I,1013.4
2065,1952-06-08,66.2,90.3,*,70.3,*,0.0,I,1009.2
2066,1952-06-09,57.6,81.3,*,57.4,*,99.99, ,1011.2
2067,1952-06-10,53.0,84.4,*,58.3,*,0.0,I,1011.3
2068,1952-06-11,50.9,72.3,*,54.3,*,0.0,I,1016.9
2069,1952-06-12,60.3,73.4,*,59.4,*,99.99, ,1011.6
2070,1952-06-13,67.5,83.3,*,66.4,*,99.99, ,1012.8
2071,1952-06-14,67.7,88.3,*,67.3,*,99.99, ,1012.0
2072,1952-06-15,72.5,91.2,*,69.3,*,0.0,I,1014.6
2073,1952-06-16,71.9,91.2,*,74.3,*,0.0,I,1008.8
2074,1952-06-17,62.2,87.3,*,65.3,*,99.99, ,1010.9
2075,1952-06-18,60.7,89.2,*,64.4,*,0.0,I,1014.4
2076,1952-06-19,54.4,82.4,*,66.4,*,0.0,I,1016.3
2077,1952-06-20,50.3,65.3,*,55.4,*,99.99, ,1018.6
2078,1952-06-21,59.0,71.2,*,59.4,*,0.0,I,1014.4
2079,1952-06-22,60.7,75.4,*,60.3,*,99.99, ,1015.2
2080,1952-06-23,63.5,80.2,*,61.3,*,99.99, ,1016.0
2081,1952-06-24,71.6,91.2,*,70.3,*,0.0,I,1009.8
2082,1952-06-25,72.3,93.4,*,76.3,*,0.0,I,1006.8
2083,1952-06-26,68.2,88.3,*,69.3,*,0.0,I,1010.5
2084,1952-06-27,62.5,76.3,*,63.3,*,99.99, ,1018.5
2085,1952-06-28,69.4,96.3,*,66.4,*,0.0,I,1018.5
2086,1952-06-29,73.7,94.3,*,75.4,*,0.0,I,1015.2
2087,1952-06-30,65.2,89.2,*,62.4,*,99.99, ,1016.9
2088,1952-07-01,63.1,81.3,*,62.4,*,0.0,I,1019.6
2089,1952-07-02,67.2,95.4,*,65.3,*,0.0,I,1018.2
2090,1952-07-03,68.3,85.3,*,71.2,*,99.99, ,1015.8
2091,1952-07-04,57.3,86.4,*,59.4,*,0.0,I,1020.6
2092,1952-07-05,56.9,87.3,*,60.3,*,0.0,I,1023.2
2093,1952-07-06,59.1,91.2,*,61.3,*,0.0,I,1021.8
2094,1952-07-07,66.3,92.3,*,71.2,*,99.99, ,1018.1
2095,1952-07-08,61.7,79.3,*,60.3,*,99.99, ,1016.4
2096,1952-07-09,54.6,77.4,*,54.3,*,0.0,I,1017.8
2097,1952-07-10,59.7,82.4,*,60.3,*,0.0,I,1016.8
2098,1952-07-11,62.5,88.3,*,65.3,*,0.0,I,1016.8
2099,1952-07-12,66.5,93.4,*,68.4,*,0.0,I,1021.9
2100,1952-07-13,65.7,90.3,*,69.3,*,0.0,I,1020.7
2101,1952-07-14,69.1,83.3,*,71.2,*,99.99, ,1017.1
2102,1952-07-15,63.3,78.3,*,61.3,*,99.99, ,1015.4
2103,1952-07-16,66.4,85.3,*,68.4,*,99.99, ,1018.9
2104,1952-07-17,70.4,84.4,*,75.4,*,99.99, ,1020.5
2105,1952-07-18,72.7,86.4,*,74.3,*,99.99, ,1018.9
2106,1952-07-19,73.6,85.3,*,72.3,*,99.99, ,1016.9
2107,1952-07-20,73.7,91.2,*,75.4,*,0.0,I,1011.9
2108,1952-07-21,71.3,92.3,*,77.4,*,0.0,I,1010.2
2109,1952-07-22,71.3,94.3,*,75.4,*,0.0,I,1013.5
2110,1952-07-23,63.9,89.2,*,67.3,*,99.99, ,1014.0
2111,1952-07-24,54.4,80.2,*,56.3,*,0.0,I,1022.5
2112,1952-07-25,58.8,88.3,*,61.3,*,0.0,I,1020.0
2113,1952-07-26,65.8,85.3,*,71.2,*,99.99, ,1017.2
2114,1952-07-27,61.3,90.3,*,63.3,*,0.0,I,1019.2
2115,1952-07-28,69.5,88.3,*,72.3,*,99.99, ,1012.3
2116,1952-07-29,55.6,74.3,*,60.3,*,0.0,I,1017.9
2117,1952-07-30,58.2,78.3,*,63.3,*,0.0,I,1014.3
2118,1952-07-31,55.0,75.4,*,54.3,*,0.0,I,1021.7
2119,1952-08-01,54.2,84.4,*,57.4,*,0.0,I,1021.1
2120,1952-08-02,59.5,84.4,*,66.4,*,0.0,I,1014.1
2121,1952-08-03,65.9,85.3,*,62.4,*,99.99, ,1013.3
2122,1952-08-04,67.1,79.3,*,69.3,*,99.99, ,1005.8
2123,1952-08-05,57.8,73.4,*,60.3,*,0.0,I,1015.6
2124,1952-08-06,56.6,76.3,*,56.3,*,0.0,I,1019.5
2125,1952-08-07,58.8,79.3,*,57.4,*,0.0,I,1018.4
2126,1952-08-08,62.8,85.3,*,65.3,*,0.0,I,1013.9
2127,1952-08-09,67.6,78.3,*,67.3,*,99.99, ,1007.2
2128,1952-08-10,62.2,79.3,*,65.3,*,0.0,I,1010.7
2129,1952-08-11,61.5,74.3,*,61.3,*,99.99, ,1011.8
2130,1952-08-12,57.7,76.3,*,59.4,*,0.0,I,1015.0
2131,1952-08-13,55.5,80.2,*,55.4,*,0.0,I,1018.4
2132,1952-08-14,67.1,86.4,*,67.3,*,99.99, ,1014.4
2133,1952-08-15,69.6,82.4,*,71.2,*,99.99, ,1010.2
2134,1952-08-16,67.3,80.2,*,66.4,*,99.99, ,1006.9
2135,1952-08-17,65.4,83.3,*,63.3,*,0.0,I,1015.2
2136,1952-08-18,58.3,78.3,*,59.4,*,0.0,I,1018.8
2137,1952-08-19,57.4,82.4,*,55.4,*,0.0,I,1019.5
2138,1952-08-20,63.5,76.3,*,65.3,*,99.99, ,1014.8
2139,1952-08-21,66.1,78.3,*,67.3,*,99.99, ,1014.3
2140,1952-08-22,51.2,69.3,*,58.3,*,0.0,I,1024.7
2141,1952-08-23,47.4,68.4,*,48.4,*,0.0,I,1026.5
2142,1952-08-24,49.3,78.3,*,49.3,*,0.0,I,1024.5
2143,1952-08-25,52.9,82.4,*,54.3,*,0.0,I,1024.3
2144,1952-08-26,57.4,87.3,*,61.3,*,0.0,I,1022.8
2145,1952-08-27,61.3,89.2,*,69.3,*,99.99, ,1020.9
2146,1952-08-28,59.2,92.3,*,62.4,*,0.0,I,1018.4
2147,1952-08-29,63.7,88.3,*,65.3,*,0.0,I,1016.9
2148,1952-08-30,66.3,90.3,*,67.3,*,0.0,I,1015.9
2149,1952-08-31,67.6,85.3,*,68.4,*,99.99, ,1010.8
2150,1952-09-01,64.5,79.3,*,63.3,*,99.99, ,1008.9
2151,1952-09-02,49.6,66.4,*,53.4,*,99.99, ,1010.1
2152,1952-09-03,44.8,67.3,*,47.3,*,0.0,I,1018.0
2153,1952-09-04,48.9,75.4,*,48.4,*,0.0,I,1023.4
2154,1952-09-05,52.5,81.3,*,52.3,*,0.0,I,1022.9
2155,1952-09-06,56.5,72.3,*,61.3,*,0.0,I,1021.5
2156,1952-09-07,50.4,66.4,*,56.3,*,0.0,I,1026.6
2157,1952-09-08,52.7,80.2,*,50.4,*,0.0,I,1025.6
2158,1952-09-09,58.8,87.3,*,58.3,*,0.0,I,1024.3
2159,1952-09-10,62.2,89.2,*,61.3,*,0.0,I,1023.2
2160,1952-09-11,61.6,91.2,*,60.3,*,0.0,I,1023.2
2161,1952-09-12,60.2,93.4,*,58.3,*,0.0,I,1020.8
2162,1952-09-13,63.3,88.3,*,64.4,*,0.0,I,1018.7
2163,1952-09-14,68.4,83.3,*,70.3,*,99.99, ,1016.3
2164,1952-09-15,47.9,79.3,*,48.4,*,0.0,I,1017.3
2165,1952-09-16,46.2,79.3,*,49.3,*,0.0,I,1014.3
2166,1952-09-17,55.2,81.3,*,54.3,*,0.0,I,1008.0
2167,1952-09-18,56.9,72.3,*,56.3,*,99.99, ,1005.3
2168,1952-09-19,46.3,64.4,*,44.4,*,0.0,I,1012.6
2169,1952-09-20,43.2,64.4,*,42.4,*,0.0,I,1020.4
2170,1952-09-21,41.5,66.4,*,41.4,*,0.0,I,1023.1
2171,1952-09-22,46.9,62.4,*,51.3,*,99.99, ,1020.6
2172,1952-09-23,41.6,63.3,*,39.4,*,0.0,I,1022.1
2173,1952-09-24,43.7,70.3,*,41.4,*,0.0,I,1024.9
2174,1952-09-25,46.8,80.2,*,56.3,*,0.0,I,1020.5
2175,1952-09-26,47.3,70.3,*,54.3,*,0.0,I,1018.6
2176,1952-09-27,41.6,77.4,*,41.4,*,0.0,I,1020.6
2177,1952-09-28,47.5,88.3,*,49.3,*,0.0,I,1015.0
2178,1952-09-29,54.6,73.4,*,55.4,*,0.0,I,1017.3
2179,1952-09-30,51.1,83.3,*,45.3,*,0.0,I,1018.9
2180,1952-10-01,48.9,85.3,*,63.3,*,0.0,I,1007.4
2181,1952-10-02,35.6,63.3,*,45.3,*,0.0,I,1015.9
2182,1952-10-03,30.0,62.4,*,30.4,*,0.0,I,1022.9
2183,1952-10-04,28.7,60.3,*,47.3,*,0.0,I,1014.0
2184,1952-10-05,18.5,53.4,*,33.4,*,0.0,I,1017.7
2185,1952-10-06,19.0,46.4,*,23.4,*,0.0,I,1022.5
2186,1952-10-07,27.7,48.4,*,30.4,*,0.0,I,1026.5
2187,1952-10-08,27.4,58.3,*,26.4,*,0.0,I,1022.8
2188,1952-10-09,34.1,52.3,*,35.4,*,0.0,I,1021.5
2189,1952-10-10,37.1,53.4,*,45.3,*,0.0,I,1025.0
2190,1952-10-11,35.2,68.4,*,35.4,*,0.0,I,1021.6
2191,1952-10-12,36.5,71.2,*,43.3,*,0.0,I,1011.8
2192,1952-10-13,37.0,68.4,*,38.3,*,99.99, ,1012.3
2193,1952-10-14,39.7,54.3,*,38.3,*,99.99, ,1019.1
2194,1952-10-15,35.0,55.4,*,35.4,*,99.99, ,1018.3
2195,1952-10-16,22.6,50.4,*,29.3,*,0.0,I,1018.8
2196,1952-10-17,32.8,49.3,*,40.3,*,0.0,I,1021.5
2197,1952-10-18,24.1,56.3,*,23.4,*,0.0,I,1024.6
2198,1952-10-19,31.5,58.3,*,33.4,*,0.0,I,1016.7
2199,1952-10-20,25.9,42.4,*,26.4,*,99.99, ,1032.1
2200,1952-10-21,23.8,50.4,*,22.5,*,0.0,I,1034.7
2201,1952-10-22,19.2,61.3,*,31.3,*,0.0,I,1025.7
2202,1952-10-23,24.5,70.3,*,36.3,*,0.0,I,1021.5
2203,1952-10-24,30.2,70.3,*,35.4,*,0.0,I,1020.1
2204,1952-10-25,36.1,65.3,*,38.3,*,0.0,I,1021.2
2205,1952-10-26,39.2,75.4,*,52.3,*,0.0,I,1016.5
2206,1952-10-27,35.0,63.3,*,39.4,*,0.0,I,1011.4
2207,1952-10-28,21.9,42.4,*,31.3,*,0.0,I,1019.3
2208,1952-10-29,18.8,47.3,*,19.4,*,0.0,I,1025.4
2209,1952-10-30,20.1,64.4,*,35.4,*,0.0,I,1016.6
2210,1952-10-31,28.7,69.3,*,49.3,*,0.0,I,1010.5
2211,1952-11-01,35.7,72.3,*,38.3,*,0.0,I,1015.9
2212,1952-11-02,46.4,62.4,*,49.3,*,0.0,I,1014.0
2213,1952-11-03,26.9,49.3,*,31.3,*,0.0,I,1026.0
2214,1952-11-04,22.4,61.3,*,29.3,*,0.0,I,1018.8
2215,1952-11-05,27.7,62.4,*,40.3,*,0.0,I,1006.0
2216,1952-11-06,26.5,47.3,*,36.3,*,0.0,I,1011.0
2217,1952-11-07,21.0,48.4,*,20.3,*,0.0,I,1020.9
2218,1952-11-08,26.4,57.4,*,32.4,*,99.99, ,1017.4
2219,1952-11-09,27.6,48.4,*,28.4,*,0.0,I,1016.3
2220,1952-11-10,26.9,46.4,*,36.3,*,0.0,I,1021.3
2221,1952-11-11,19.5,50.4,*,21.4,*,0.0,I,1017.5
2222,1952-11-12,26.5,56.3,*,28.4,*,0.0,I,1018.0
2223,1952-11-13,31.1,64.4,*,33.4,*,0.0,I,1016.0
2224,1952-11-14,35.5,60.3,*,41.4,*,0.0,I,1011.6
2225,1952-11-15,39.1,61.3,*,38.3,*,0.0,I,1010.8
2226,1952-11-16,46.0,70.3,*,38.3,*,0.0,I,1014.9
2227,1952-11-17,57.8,70.3,*,55.4,*,99.99, ,1012.3
2228,1952-11-18,53.0,67.3,*,45.3,*,99.99, ,1009.9
2229,1952-11-19,35.1,45.3,*,39.4,*,0.0,I,1010.7
2230,1952-11-20,28.8,39.4,*,34.3,*,0.0,I,1012.9
2231,1952-11-21,25.4,45.3,*,24.4,*,0.0,I,1018.2
2232,1952-11-22,33.2,40.3,*,34.3,*,99.99, ,1015.4
2233,1952-11-23,32.1,45.3,*,32.4,*,99.99, ,1017.9
2234,1952-11-24,31.0,40.3,*,30.4,*,99.99, ,1025.4
2235,1952-11-25,43.6,53.4,*,40.3,*,99.99, ,1012.8
2236,1952-11-26,34.6,58.3,*,26.4,*,99.99, ,997.2
2237,1952-11-27,15.0,26.4,*,21.4,*,99.99, ,1019.3
2238,1952-11-28,8.9,22.5,*,11.3,*,99.99, ,1028.6
2239,1952-11-29,12.1,32.4,*,12.4,*,0.0,I,1026.5
2240,1952-11-30,15.7,32.4,*,13.5,*,0.0,I,1030.1
2241,1952-12-01,19.6,28.4,*,20.3,*,0.0,I,1029.3
2242,1952-12-02,25.5,34.3,*,23.4,*,99.99, ,1020.6
2243,1952-12-03,28.1,36.3,*,27.3,*,0.0,I,1025.3
2244,1952-12-04,33.2,40.3,*,34.3,*,99.99, ,1018.9
2245,1952-12-05,30.9,35.4,*,31.3,*,99.99, ,1011.9
2246,1952-12-06,25.1,35.4,*,25.3,*,0.0,I,1014.8
2247,1952-12-07,32.3,48.4,*,34.3,*,0.0,I,1009.6
2248,1952-12-08,41.3,56.3,*,34.0,*,0.0,I,1009.1
2249,1952-12-09,40.8,56.3,*,32.4,*,0.0,I,1008.2
2250,1952-12-10,32.3,41.4,*,31.3,*,99.99, ,1009.5
2251,1952-12-11,23.0,34.3,*,27.3,*,0.0,I,1013.3
2252,1952-12-12,27.1,33.4,*,25.3,*,99.99, ,1012.7
2253,1952-12-13,16.3,27.3,*,21.4,*,99.99, ,1017.8
2254,1952-12-14,13.8,25.3,*,13.5,*,99.99, ,1015.9
2255,1952-12-15,16.5,34.3,*,13.5,*,99.99, ,1016.4
2256,1952-12-16,20.4,41.4,*,23.4,*,0.0,I,1016.1
2257,1952-12-17,25.0,43.3,*,20.3,*,0.0,I,1014.8
2258,1952-12-18,18.8,33.4,*,21.4,*,0.0,I,1023.7
2259,1952-12-19,21.4,34.3,*,18.3,*,99.99, ,1026.7
2260,1952-12-20,34.9,40.3,*,34.3,*,99.99, ,1012.9
2261,1952-12-21,35.2,40.3,*,33.4,*,99.99, ,1015.8
2262,1952-12-22,35.7,38.3,*,33.4,*,99.99, ,1015.7
2263,1952-12-23,37.2,38.3,*,36.3,*,99.99, ,1009.2
2264,1952-12-24,30.9,36.3,*,28.4,*,0.0,I,1018.1
2265,1952-12-25,21.6,29.3,*,23.4,*,0.0,I,1021.6
2266,1952-12-26,18.1,31.3,*,20.3,*,0.0,I,1020.2
2267,1952-12-27,13.3,28.4,*,14.4,*,0.0,I,1022.6
2268,1952-12-28,14.0,34.3,*,15.4,*,0.0,I,1022.3
2269,1952-12-29,24.9,35.4,*,23.4,*,0.0,I,1014.0
2270,1952-12-30,27.6,36.3,*,22.5,*,0.0,I,1011.5
2271,1952-12-31,31.3,35.4,*,33.4,*,99.99, ,1014.4
2272,1953-01-01,28.8,33.4,*,31.3,*,0.0,I,1018.3
2273,1953-01-02,30.6,34.3,*,30.4,*,99.99, ,1010.4
2274,1953-01-03,20.4,31.3,*,18.3,*,99.99, ,1009.0
2275,1953-01-04,13.5,26.4,*,14.4,*,99.99, ,1011.5
2276,1953-01-05,16.5,26.4,*,12.4,*,99.99, ,1009.0
2277,1953-01-06,-1.3,15.4,*,-2.6,*,99.99, ,1019.1
2278,1953-01-07,7.5,27.3,*,-5.6,*,99.99, ,1021.6
2279,1953-01-08,28.0,32.4,*,27.3,*,99.99, ,1013.9
2280,1953-01-09,28.4,33.4,*,30.4,*,0.0,I,1016.0
2281,1953-01-10,30.4,33.4,*,30.4,*,99.99, ,1013.3
2282,1953-01-11,26.3,33.4,*,25.3,*,99.99, ,1012.8
2283,1953-01-12,16.7,40.3,*,15.4,*,0.0,I,1018.9
2284,1953-01-13,30.1,49.3,*,29.3,*,0.0,I,1011.7
2285,1953-01-14,35.8,44.4,*,35.4,*,99.99, ,1013.8
2286,1953-01-15,46.6,55.4,*,42.4,*,99.99, ,1011.0
2287,1953-01-16,17.5,38.3,*,19.4,*,99.99, ,1026.3
2288,1953-01-17,23.6,32.4,*,24.4,*,99.99, ,1021.2
2289,1953-01-18,24.9,33.4,*,24.4,*,99.99, ,1008.6
2290,1953-01-19,22.7,33.4,*,22.5,*,99.99, ,1012.8
2291,1953-01-20,25.4,33.4,*,21.4,*,0.0,I,1015.5
2292,1953-01-21,29.4,43.3,*,30.4,*,99.99, ,1016.7
2293,1953-01-22,31.8,35.4,*,31.3,*,99.99, ,1017.4
2294,1953-01-23,32.9,35.4,*,32.4,*,99.99, ,1012.4
2295,1953-01-24,27.7,33.4,*,27.3,*,99.99, ,1004.8
2296,1953-01-25,16.2,27.3,*,19.4,*,99.99, ,1016.6
2297,1953-01-26,14.9,35.4,*,13.5,*,0.0,I,1022.1
2298,1953-01-27,24.1,38.3,*,20.3,*,0.0,I,1013.9
2299,1953-01-28,13.4,34.3,*,13.5,*,0.0,I,1016.0
2300,1953-01-29,7.1,22.5,*,3.4,*,99.99, ,1018.2
2301,1953-01-30,18.6,36.3,*,11.3,*,99.99, ,1015.3
2302,1953-01-31,28.3,39.4,*,28.4,*,0.0,I,1012.5
2303,1953-02-01,0.0,33.4,*,2.5,*,99.99, ,1024.4
2304,1953-02-02,17.0,35.4,*,15.4,*,0.0,I,1018.4
2305,1953-02-03,11.3,30.4,*,13.5,*,0.0,I,1018.1
2306,1953-02-04,19.5,44.4,*,19.4,*,0.0,I,1019.3
2307,1953-02-05,32.5,45.3,*,37.4,*,99.99, ,1010.7
2308,1953-02-06,32.9,46.4,*,32.4,*,99.99, ,1000.3
2309,1953-02-07,28.1,37.4,*,33.4,*,0.0,I,1013.7
2310,1953-02-08,25.1,34.3,*,26.4,*,99.99, ,1016.9
2311,1953-02-09,21.2,35.4,*,22.5,*,0.0,I,1029.7
2312,1953-02-10,28.9,39.4,*,32.4,*,99.99, ,1030.7
2313,1953-02-11,32.0,43.3,*,34.3,*,99.99, ,1012.0
2314,1953-02-12,29.0,35.4,*,31.3,*,99.99, ,1009.0
2315,1953-02-13,22.1,37.4,*,25.3,*,99.99, ,1012.4
2316,1953-02-14,26.9,43.3,*,30.4,*,0.0,I,1006.8
2317,1953-02-15,16.4,33.4,*,18.3,*,0.0,I,1008.8
2318,1953-02-16,12.7,25.3,*,15.4,*,99.99, ,1012.3
2319,1953-02-17,1.8,23.4,*,0.3,*,0.0,I,1024.2
2320,1953-02-18,15.4,45.3,*,8.4,*,0.0,I,1019.7
2321,1953-02-19,31.4,48.4,*,28.4,*,0.0,I,1020.2
2322,1953-02-20,43.5,54.3,*,42.4,*,99.99, ,1007.7
2323,1953-02-21,18.9,48.4,*,17.4,*,99.99, ,1009.8
2324,1953-02-22,2.4,37.4,*,7.3,*,0.0,I,1028.3
2325,1953-02-23,20.3,50.4,*,23.4,*,0.0,I,1026.1
2326,1953-02-24,29.1,45.3,*,30.4,*,0.0,I,1022.3
2327,1953-02-25,29.7,41.4,*,30.4,*,99.99, ,1016.5
2328,1953-02-26,30.8,46.4,*,31.3,*,99.99, ,1002.8
2329,1953-02-27,26.9,45.3,*,34.3,*,0.0,I,1002.2
2330,1953-02-28,14.8,43.3,*,14.4,*,99.99, ,1015.6
2331,1953-03-01,11.9,36.3,*,19.4,*,99.99, ,1024.1
2332,1953-03-02,18.5,32.4,*,27.3,*,99.99, ,1017.5
2333,1953-03-03,31.0,37.4,*,31.3,*,99.99, ,1010.3
2334,1953-03-04,19.8,31.3,*,21.4,*,99.99, ,1005.6
2335,1953-03-05,14.1,26.4,*,13.5,*,0.0,I,1014.2
2336,1953-03-06,17.6,27.3,*,21.4,*,99.99, ,1024.7
2337,1953-03-07,11.5,24.4,*,10.4,*,99.99, ,1032.5
2338,1953-03-08,18.2,33.4,*,17.4,*,99.99, ,1026.6
2339,1953-03-09,20.8,41.4,*,16.3,*,0.0,I,1028.7
2340,1953-03-10,35.6,51.3,*,35.4,*,0.0,I,1023.1
2341,1953-03-11,39.1,59.4,*,38.3,*,99.99, ,1019.8
2342,1953-03-12,47.6,54.3,*,46.4,*,99.99, ,1017.4
2343,1953-03-13,37.6,51.3,*,35.4,*,99.99, ,1019.8
2344,1953-03-14,32.8,39.4,*,32.4,*,99.99, ,1017.4
2345,1953-03-15,37.6,45.3,*,38.3,*,99.99, ,1005.1
2346,1953-03-16,27.2,49.3,*,30.4,*,0.0,I,1018.1
2347,1953-03-17,31.5,58.3,*,33.4,*,0.0,I,1016.0
2348,1953-03-18,42.5,55.4,*,41.4,*,99.99, ,1005.4
2349,1953-03-19,29.7,49.3,*,33.4,*,0.0,I,1009.3
2350,1953-03-20,28.0,49.3,*,29.3,*,99.99, ,1017.2
2351,1953-03-21,40.8,74.3,*,46.4,*,99.99, ,1009.9
2352,1953-03-22,45.5,67.3,*,45.3,*,99.99, ,1009.6
2353,1953-03-23,41.1,56.3,*,42.4,*,99.99, ,1004.8
